p1,p2,crossN,reciprocalNm,netMerit,cross,reciprocal,Grain.test.weight...lbs.bu,Grain.yield...bu.ac,Heading.time...Julian.date..JD..,Plant.height.inches,FHB.DON.content...ppm.,FHB.grain.incidence.....,select,rank,relValue
16,37,16 x 37,37 x 16,496.3,2020-16758 x 16-23972,16-23972 x 2020-16758,57.3,84.5,132.7,35.9,0.9,0,0,608,97
6,37,6 x 37,37 x 6,492.7,IL16LCSDH-07-T-2662-202 x 16-23972,16-23972 x IL16LCSDH-07-T-2662-202,57.5,84.5,133.1,35.7,1.3,0,0,629,96
7,21,7 x 21,21 x 7,490.6,IL16LCSDH-06-T-2661-228 x 19-6704,19-6704 x IL16LCSDH-06-T-2661-228,56.8,84.5,132,36.6,1,0,0,638,96
27,33,27 x 33,33 x 27,526.1,19-14856 x 18-14535,18-14535 x 19-14856,58.2,84.4,130.1,36,0.7,0,1,44,103
25,27,25 x 27,27 x 25,520.7,19-18153 x 19-14856,19-14856 x 19-18153,58.5,84.4,130.8,36.4,0.8,0,1,112,102
18,28,18 x 28,28 x 18,523.3,2020-15256 x 19-14617,19-14617 x 2020-15256,58.2,84.4,130.2,36.7,0.9,0,0,192,102
17,28,17 x 28,28 x 17,514.2,2020-16738 x 19-14617,19-14617 x 2020-16738,57.6,84.4,130.5,36.2,0.9,0,0,339,100
13,23,13 x 23,23 x 13,514,2020-2334 x 19-21848,19-21848 x 2020-2334,57.8,84.4,130.8,36.6,1,0,0,345,100
3,30,3 x 30,30 x 3,510.2,IL16LCSDH-09-T-2664-20 x US17-IL-111-005,US17-IL-111-005 x IL16LCSDH-09-T-2664-20,58.6,84.4,132.3,36.3,0.9,0,0,414,100
12,21,12 x 21,21 x 12,509.5,2020-5376 x 19-6704,19-6704 x 2020-5376,57.4,84.4,130.7,36.7,0.9,0,0,431,99
33,34,33 x 34,34 x 33,507.5,18-14535 x 17-23904,17-23904 x 18-14535,58.3,84.4,131.4,36.1,1.4,0,0,463,99
17,30,17 x 30,30 x 17,500.9,2020-16738 x US17-IL-111-005,US17-IL-111-005 x 2020-16738,57.3,84.4,131.5,36.4,1.1,0,0,563,98
3,28,3 x 28,28 x 3,518.6,IL16LCSDH-09-T-2664-20 x 19-14617,19-14617 x IL16LCSDH-09-T-2664-20,58.9,84.3,131.3,36,0.7,0,0,267,101
4,28,4 x 28,28 x 4,517.4,IL16LCSDH-08-T-2663-55 x 19-14617,19-14617 x IL16LCSDH-08-T-2663-55,58.9,84.3,130.8,37,1,0,0,288,101
13,25,13 x 25,25 x 13,509,2020-2334 x 19-18153,19-18153 x 2020-2334,58.1,84.3,131.8,36.8,1.1,0,0,437,99
4,30,4 x 30,30 x 4,508.9,IL16LCSDH-08-T-2663-55 x US17-IL-111-005,US17-IL-111-005 x IL16LCSDH-08-T-2663-55,58.6,84.3,131.8,37.2,1.2,0,0,438,99
2,37,2 x 37,37 x 2,508,IL16LCSDH-09-T-2664-23 x 16-23972,16-23972 x IL16LCSDH-09-T-2664-23,58.7,84.3,133.1,35.9,0.8,0,0,452,99
7,8,7 x 8,8 x 7,476.1,IL16LCSDH-06-T-2661-228 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-06-T-2661-228,57.1,84.3,133.8,36.3,1.5,0,0,664,93
20,23,20 x 23,23 x 20,523.3,2020-13902 x 19-21848,19-21848 x 2020-13902,58.1,84.2,130.8,36.3,0.6,0,1,80,102
19,23,19 x 23,23 x 19,515.3,2020-14116 x 19-21848,19-21848 x 2020-14116,58.1,84.2,131.6,36.5,0.8,0,0,327,101
22,23,22 x 23,23 x 22,513.1,19-6637 x 19-21848,19-21848 x 19-6637,58.8,84.2,131.5,35.9,1,0,0,358,100
10,21,10 x 21,21 x 10,512.1,2020-6205 x 19-6704,19-6704 x 2020-6205,57.7,84.2,131.1,37.5,0.8,0,0,374,100
13,33,13 x 33,33 x 13,511.6,2020-2334 x 18-14535,18-14535 x 2020-2334,57.8,84.2,131,36.5,1.1,0,0,383,100
18,37,18 x 37,37 x 18,510.9,2020-15256 x 16-23972,16-23972 x 2020-15256,58,84.2,131.9,36.4,0.9,0,0,395,100
21,26,21 x 26,26 x 21,505,19-6704 x 19-16136,19-16136 x 19-6704,57.3,84.2,131.8,36.9,0.7,0,0,507,99
15,28,15 x 28,28 x 15,504.4,2020-1956 x 19-14617,19-14617 x 2020-1956,57.4,84.2,131.4,36.6,0.9,0,0,517,98
17,37,17 x 37,37 x 17,498.4,2020-16738 x 16-23972,16-23972 x 2020-16738,57.4,84.2,132.2,35.9,0.9,0,0,590,97
8,12,8 x 12,12 x 8,494.9,IL16LCSDH-06-T-2661-17 x 2020-5376,2020-5376 x IL16LCSDH-06-T-2661-17,57.7,84.2,132.5,36.4,1.4,0,0,620,97
15,30,15 x 30,30 x 15,491.1,2020-1956 x US17-IL-111-005,US17-IL-111-005 x 2020-1956,57.1,84.2,132.3,36.8,1.1,0,0,634,96
21,35,21 x 35,35 x 21,488.7,19-6704 x 17-23874,17-23874 x 19-6704,57.3,84.2,132.6,37.4,1.3,0,0,644,95
20,25,20 x 25,25 x 20,515,2020-13902 x 19-18153,19-18153 x 2020-13902,58.4,84.1,131.8,36.6,0.7,0,1,159,101
14,23,14 x 23,23 x 14,518.7,2020-2010 x 19-21848,19-21848 x 2020-2010,58,84.1,130.9,35.7,0.8,0,0,266,101
23,31,23 x 31,31 x 23,517.2,19-21848 x US16-IL-063-063,US16-IL-063-063 x 19-21848,58.1,84.1,130.6,35,1,0,0,295,101
22,33,22 x 33,33 x 22,510.1,19-6637 x 18-14535,18-14535 x 19-6637,58.8,84.1,131.7,35.8,1,0,0,416,100
21,24,21 x 24,24 x 21,507.4,19-6704 x 19-20348,19-20348 x 19-6704,57.5,84.1,131.1,36.7,0.9,0,0,466,99
19,25,19 x 25,25 x 19,506.9,2020-14116 x 19-18153,19-18153 x 2020-14116,58.4,84.1,132.5,36.7,0.9,0,0,474,99
3,37,3 x 37,37 x 3,506.7,IL16LCSDH-09-T-2664-20 x 16-23972,16-23972 x IL16LCSDH-09-T-2664-20,58.7,84.1,133,35.7,0.8,0,0,478,99
4,37,4 x 37,37 x 4,505.5,IL16LCSDH-08-T-2663-55 x 16-23972,16-23972 x IL16LCSDH-08-T-2663-55,58.6,84.1,132.5,36.7,1,0,0,495,99
